PAIS;POSTO_APLICADOR;NU_INSCRICAO;NOTA_ENTREVISTADOR;NOTA_OBSERVADOR;NOTA_FINAL;DISCREPANCIA;SITUACAO
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001269;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004046;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004326;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002708;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001405;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004437;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003767;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000563;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003982;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004261;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001390;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000423;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004232;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003959;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002920;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002704;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003572;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002604;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004147;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002707;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004061;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004440;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002203;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001778;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002854;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004006;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003450;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002710;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000851;3;3,59;3,295;0,59;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003879;3;2,75;2,875;0,25;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003432;5;4,83;4,915;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004469;4;4,33;4,165;0,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001555;3;3,67;3,335;0,67;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002768;1;1,92;1,46;0,92;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004015;4;3,42;3,71;0,58;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002214;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003444;4;4,83;4,415;0,83;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003489;4;3,67;3,835;0,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003152;4;4,79;4,395;0,79;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004325;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003981;3;3,17;3,085;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000046;2;2,88;2,44;0,88;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003986;4;4,79;4,395;0,79;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002156;2;3,5;2,75;1,5;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004335;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003897;3;3,71;3,355;0,71;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003001;2;3,12;2,56;1,12;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003298;3;3,17;3,085;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001118;3;2,79;2,895;0,21;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004313;3;2,91;2,955;0,09;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000970;2;3;2,5;1;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002428;5;4,5;4,75;0,5;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002356;4;3,17;3,585;0,83;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003440;3;3,5;3,25;0,5;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002343;4;5;4,5;1;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000854;4;4,17;4,085;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003198;2;2,21;2,105;0,21;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004177;1;2,46;1,73;1,46;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004032;2;3,33;2,665;1,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003016;3;3,83;3,415;0,83;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000645;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002826;2;2,67;2,335;0,67;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001246;3;2,5;2,75;0,5;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001144;5;4,54;4,77;0,46;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001993;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002624;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003661;5;4,83;4,915;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002515;3;3,71;3,355;0,71;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002621;3;3,67;3,335;0,67;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003285;4;4,92;4,46;0,92;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004018;5;4,29;4,645;0,71;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002956;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000805;5;4,12;4,56;0,88;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003920;4;3,5;3,75;0,5;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003928;5;4,83;4,915;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002166;3;3,04;3,02;0,04;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003044;4;3,79;3,895;0,21;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000981;4;3,29;3,645;0,71;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002231;4;4,12;4,06;0,12;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003061;4;4,63;4,315;0,63;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000226;4;3,67;3,835;0,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001601;3;3,3;3,15;0,3;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003504;3;3,33;3,165;0,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001331;3;3,25;3,125;0,25;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001113;4;4,21;4,105;0,21;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003516;2;2,25;2,125;0,25;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004258;2;2,71;2,355;0,71;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003469;3;3,75;3,375;0,75;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004012;4;4,92;4,46;0,92;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001615;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004029;4;4,58;4,29;0,58;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004150;4;4,33;4,165;0,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003985;2;3,21;2,605;1,21;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003876;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003950;5;4,46;4,73;0,54;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004026;5;4,33;4,665;0,67;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002112;1;1,41;1,205;0,41;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004037;4;4,17;4,085;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004379;3;3,33;3,165;0,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003237;3;3,08;3,04;0,08;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003808;3;3,71;3,355;0,71;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003092;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003506;3;3,58;3,29;0,58;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003490;3;3,91;3,455;0,91;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002372;4;5;4,5;1;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002651;5;5;5;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001501;4;4;4;0;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003739;4;4,83;4,415;0,83;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002417;3;4,33;3,665;1,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003232;3;3,33;3,165;0,33;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004375;4;4,83;4,415;0,83;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002814;2;2,17;2,085;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000401;4;4,38;4,19;0,38;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003170;5;4,83;4,915;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001383;4;4,09;4,045;0,09;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301001556;4;4,46;4,23;0,46;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002270;5;4,62;4,81;0,38;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301000616;5;4,83;4,915;0,17;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301003673;4;3,96;3,98;0,04;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002582;2;2,12;2,06;0,12;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002658;5;4,5;4,75;0,5;Presente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301004454;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio de Janeiro-UFRJ;201301002580;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003976;3;2,08;2,54;0,92;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003429;4;4,17;4,085;0,17;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003991;4;4,17;4,085;0,17;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004310;4;4,5;4,25;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004514;5;4,5;4,75;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301000509;5;5;5;0;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002804;5;5;5;0;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003683;3;2,87;2,935;0,13;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001708;3;4,17;3,585;1,17;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301000782;3;4,42;3,71;1,42;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002223;4;4,25;4,125;0,25;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004505;3;3,5;3,25;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003597;2;2,5;2,25;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004098;5;4,58;4,79;0,42;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301000580;2;2,25;2,125;0,25;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004303;4;4,09;4,045;0,09;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003505;4;4,12;4,06;0,12;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004023;2;2,79;2,395;0,79;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001762;3;3,45;3,225;0,45;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301000609;1;3,38;2,19;2,38;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003346;4;4,83;4,415;0,83;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003352;5;5;5;0;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002739;4;3,96;3,98;0,04;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004194;1;1,46;1,23;0,46;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003523;3;3,16;3,08;0,16;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002890;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301000210;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003854;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001830;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003622;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002823;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002620;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004493;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004000;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003694;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002623;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004244;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001180;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003890;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003956;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002632;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001243;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003518;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001758;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003515;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002057;0;0;0;0;Ausente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002790;4;3,41;3,705;0,59;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002796;3;3,41;3,205;0,41;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002832;2;2,25;2,125;0,25;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003386;5;4,41;4,705;0,59;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003263;5;4,33;4,665;0,67;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003087;4;3,5;3,75;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001112;5;4,71;4,855;0,29;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301000686;5;4,5;4,75;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003102;3;3,41;3,205;0,41;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001605;4;4,62;4,31;0,62;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002792;4;4,33;4,165;0,33;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003126;3;3,5;3,25;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003803;3;4,71;3,855;1,71;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001842;3;2,7;2,85;0,3;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004304;5;4,25;4,625;0,75;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004298;4;4,62;4,31;0,62;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003625;4;4,92;4,46;0,92;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002617;2;2,33;2,165;0,33;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002106;3;3,67;3,335;0,67;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003246;4;4,33;4,165;0,33;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003502;4;4,17;4,085;0,17;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002305;3;3,17;3,085;0,17;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002465;3;3,25;3,125;0,25;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001088;5;5;5;0;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003342;5;4,71;4,855;0,29;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004522;3;4,58;3,79;1,58;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001715;4;4,79;4,395;0,79;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003924;4;4,79;4,395;0,79;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004322;3;4,83;3,915;1,83;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004523;3;3,58;3,29;0,58;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002815;5;4,5;4,75;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003009;4;3,17;3,585;0,83;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003426;5;5;5;0;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301000106;5;4,79;4,895;0,21;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301004507;4;4,79;4,395;0,79;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003255;3;3,5;3,25;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301002205;2;1,25;1,625;0,75;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301001529;4;4,5;4,25;0,5;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003893;4;4,75;4,375;0,75;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003105;3;3,37;3,185;0,37;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003121;3;2,79;2,895;0,21;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003242;5;4,54;4,77;0,46;Presente
Brasil;Universidade Federal do Rio Grande do Sul-UFRGS;201301003806;5;5;5;0;Presente
Brasil;Universidade Federal Fluminense-UFF;201301002211;3;3,71;3,355;0,71;Presente
Brasil;Universidade Federal Fluminense-UFF;201301002753;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301003629;3;3,33;3,165;0,33;Presente
Brasil;Universidade Federal Fluminense-UFF;201301000344;4;4,33;4,165;0,33;Presente
Brasil;Universidade Federal Fluminense-UFF;201301000351;3;3,96;3,48;0,96;Presente
Brasil;Universidade Federal Fluminense-UFF;201301000352;4;4,63;4,315;0,63;Presente
Brasil;Universidade Federal Fluminense-UFF;201301000522;3;3,42;3,21;0,42;Presente
Brasil;Universidade Federal Fluminense-UFF;201301000532;4;3,88;3,94;0,12;Presente
Brasil;Universidade Federal Fluminense-UFF;201301000849;4;3,88;3,94;0,12;Presente
Brasil;Universidade Federal Fluminense-UFF;201301001107;5;4,79;4,895;0,21;Presente
Brasil;Universidade Federal Fluminense-UFF;201301003241;5;4,79;4,895;0,21;Presente
Brasil;Universidade Federal Fluminense-UFF;201301003630;3;3,67;3,335;0,67;Presente
Brasil;Universidade Federal Fluminense-UFF;201301003751;5;4,92;4,96;0,08;Presente
Brasil;Universidade Federal Fluminense-UFF;201301003964;1;1,08;1,04;0,08;Presente
Brasil;Universidade Federal Fluminense-UFF;201301003972;1;1;1;0;Presente
Brasil;Universidade Federal Fluminense-UFF;201301000142;4;4,71;4,355;0,71;Presente
Brasil;Universidade Federal Fluminense-UFF;201301001694;4;4,21;4,105;0,21;Presente
Brasil;Universidade Federal Fluminense-UFF;201301001756;3;3,75;3,375;0,75;Presente
Brasil;Universidade Federal Fluminense-UFF;201301002163;5;5;5;0;Presente
Brasil;Universidade Federal Fluminense-UFF;201301002247;3;3,83;3,415;0,83;Presente
Brasil;Universidade Federal Fluminense-UFF;201301002686;5;5;5;0;Presente
Brasil;Universidade Federal Fluminense-UFF;201301003468;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301004380;4;4,5;4,25;0,5;Presente
Brasil;Universidade Federal Fluminense-UFF;201301002291;5;4,58;4,79;0,42;Presente
Brasil;Universidade Federal Fluminense-UFF;201301002423;4;4;4;0;Presente
Brasil;Universidade Federal Fluminense-UFF;201301003545;4;3,79;3,895;0,21;Presente
Brasil;Universidade Federal Fluminense-UFF;201301004331;4;3,08;3,54;0,92;Presente
Brasil;Universidade Federal Fluminense-UFF;201301000328;4;4,12;4,06;0,12;Presente
Brasil;Universidade Federal Fluminense-UFF;201301002559;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301002570;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301002335;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301002611;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301000346;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301000716;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301002574;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301000685;0;0;0;0;Ausente
Brasil;Universidade Federal Fluminense-UFF;201301003331;4;3,91;3,955;0,09;Presente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000451;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001740;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000683;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301002471;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001291;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000193;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001330;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000421;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000962;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000161;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000593;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001458;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001229;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001147;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001008;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000839;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001244;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001561;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301002523;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000287;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001788;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301002040;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001919;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000795;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001704;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301002563;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301002507;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301002483;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001616;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001887;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001316;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301000753;0;0;0;0;Ausente
Brasil;Universidade Metodista-Unidade São Bernardo-UMESP;201301001297;0;0;0;0;Ausente
